Id,Name,Genre,Platform_y,Publisher_y,Critic_Score,Year,RAWG Score,Description
108,Super Smash Bros. for 3DS,Fighting,3DS,Nintendo,8.4,2014.0,4.23,"WINNER: Best Fighting Game
--The Game Awards 2014
Mario! Link! Samus! Pikachu! All of your favorite Nintendo characters<br />
are back, along with plenty of new faces, in Super Smash Bros. for Wii<br />
U, the next entry in the beloved Super Smash Bros. series. Up to four<br />
players can battle each other locally or online across beautifully<br />
designed stages inspired by classic Nintendo home console games. With a<br />
variety of control options and amiibo compatibility, the timeless Super<br />
Smash Bros. battles come alive.
FEATURES:
Compete with classic players from the Super Smash Bros. series, along<br />
with new challengers like Mega Man, Little Mac or newly announced<br />
Palutena, the Goddess of Light from the Kid Icarus games.
For the first time, players can even compete as their own Mii<br />
characters.
Use a variety of control methods during the high-energy and<br />
action-filled battles, including Nintendo GameCube controllers – the<br />
longtime controller of choice for hard-core Super Smash Bros. players.
Customize move sets when playing locally or online with friends.
Connect with amiibo for added fun.
Experience the beauty of Super Smash Bros. for Wii U in stunning HD, a<br />
first for the series.
Fight against friends and family locally or online, or battle random<br />
challengers from all over the world online in “For Fun” or “For Glory”<br />
modes.
© 2014 Nintendo. Original Game: © Nintendo/HAL Laboratory, Inc.<br />
Characters: © Nintendo / HAL Laboratory, Inc. / Pokémon / Creatures Inc.<br />
/ GAME FREAK inc. / INTELLIGENT SYSTEMS / SEGA / CAPCOM CO., LTD. /<br />
BANDAI NAMCO Games Inc. / MONOLITHSOFT. Nintendo properties are<br />
trademarks of Nintendo."
109,StarCraft,Strategy,PC,Blizzard Entertainment,8.7,1998.0,4.36,"StarCraft is an action game developed by Blizzard Entertainment, Inc. and Mass Media Inc.. It came out on 31-03-1998. Blizzard Entertainment published the game. The game is rated as ""Exceptional"" on RAWG. <br>StarCraft is available on PC, Nintendo 64 and macOS. <br>It was scored by Derek Duke, Glenn Stafford, Jason Hayes and Tracy W. Bush. <br>"
110,Call of Duty 4: Modern Warfare,Shooter,X360,Activision,9.6,2007.0,4.35,"The fourth installment of a popular series, Call of Duty 4: Modern Warfare is split into two different, gameplay-wise, parts. The single-player campaign invites players to go through the episodic story, where players control six different characters. And even though the stories are taking place in different locations, the events of the campaign are happening simultaneously, creating the sense of urgency and painting a large-scale picture of the events.<br />
Multiplayer side of things in the Call of Duty series has been more popular among the players. A lot of features, not present in the single-player campaign, will be available to the player, such as a killstreak mechanic, that rewards players for killing multiple enemies without dying. Multiplayer maps consist of team-based and deathmatch based game modes, where players take on the objectives in order to complete the map mission or to obtain the largest amount of kills. Depending on how well the player does, they will be rewarded with experience points, which will allow them to level up and unlock new weapons, abilities, and perks for the playable classes."
111,Gran Turismo 2,Racing,PS,Sony Computer Entertainment,9.2,1999.0,4.41,"Gran Turismo 2 (グランツーリスモ2, Guran Tsūrisumo Tsū, commonly abbreviated GT2) is a racing game for the Sony PlayStation. Gran Turismo 2 was developed by Polyphony Digital and published by Sony Computer Entertainment in 1999. It is the sequel to Gran Turismo. It was well-received publicly and critically, shipping 1.71 million copies in Japan, 20,000 in Southeast Asia, 3.96 million in North America, and 3.68 million in Europe for a total of 9.37 million copies as of April 30, 2008, and eventually becoming a Sony Greatest Hits game. The title received an average of 93% in Metacritic&#39;s aggregate."
112,Wii Party,Misc,Wii,Nintendo,7.0,2010.0,3.46,"
      Wii Party is a fun, multiplayer* experience for everyone in the 
      family that features your Mii™ characters in the midst of the action. 
      Now Nintendo brings the fun from the TV and into the living room with Wii 
      Party, a game that changes the way people interact with other 
      players to get the results they want in the game. Featuring 13 different 
      party game modes and over 80 minigames, Wii Party can be enjoyed 
      by everyone in the family, regardless of age.
    
      FEATURES:
    <ul>
<li>
        Wii Party features Mii characters in minigames in 13 unique party game 
        modes in which up to four people can play together. Party games such 
        as:
      </li>
<li class=""cms-indent"">
        Board Game Island: Players use their Mii characters and try and reach 
        the finish line by rolling dice to advance. Between turns, players 
        compete in minigames to get extra dice to roll on their turn.
      </li>
<li>
        Some of the 13 different party game modes take the fun out of the TV 
        and into the living room. Some House Party games include:
      </li>
<li class=""cms-indent"">
        Animal Tracker: Players place four Wii Remote™ controllers (sold 
        separately) on a table. Wii Party will then give the players an animal 
        noise to listen for. Each Wii Remote will emit a different animal 
        noise and the first player to grab the Wii Remote making the correct 
        sound wins.This game can also be played with two people.
      </li>
<li class=""cms-indent"">
        Hide 'n' Hunt: One player asks the other players to leave the room and 
        then hides Wii Remote controllers around the living room. When the 
        other players return, they have a few seconds to find the hidden 
        controllers hidden around the room.This game is also playable with 
        just one Wii remote controller.
      </li>
<li>
        Woven throughout various party game modes are over 80 different 
        minigames, such as:
      </li>
<li class=""cms-indent"">
        Derby Dash: Players use the Wii Remote as if they were holding a whip 
        to spur their horse to victory in a horse race
      </li>
<li class=""cms-indent"">
        - Chop Chops: Players use the Wii Remote to see who can cut through 
        vegetables the fastest
      </li>
</ul>
      *For multiplayer modes, additional Wii Remote controllers are required 
      and are sold separately.
    "
113,Call of Duty: Black Ops IIII,Shooter,PS4,Activision,,2018.0,4.0,"Call of Duty: Black Ops is a first-person shooter, a seventh installment in the series altogether and a sequel to Call of Duty: World at War. The game takes place during the Cold War and shows different historical periods of it.<br />
The main character is a CIA agent, set out on different classified missions and tasked with eliminating enemies if needed. The story in the game is complicated, featuring characters from the previous games, and historical figures like JFK and Fidel Castro. Despite its emphasis on the scenario and real-world plausibility, Black Ops doesn’t lack in gameplay terms, as the combat system is, as established in series, extensive and realistic. The graphics are made for the player’s highest level of entertainment, with massive special effects and excellent quality of every detail.<br />
Call of Duty: Black Ops features a trademark multiplayer system, with different game modes, competitive play, and cooperative maps. The players can earn ranks for their performance, unlock new customizable weapons and different perks for use in the upcoming battles."
114,Mario Party DS,Misc,DS,Nintendo,7.1,2007.0,3.93,"
      Mario and his friends have been shrunk down by Bowser, and they're ready 
      to foil his latest scheme! Play as one of eight characters in four game 
      modes, five themed game boards, and over 70 minigames. Take turns moving 
      around the board to reach first place, or get immersed in constant 
      minigame action!
    This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you'll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
115,Donkey Kong Country,Platform,SNES,Nintendo,9.0,1994.0,4.38,"After a dark and stormy night, Donkey Kong finds all of his bananas <br />
      stolen by K. Rool and his reptilian crew of Kremlings! Armed with <br />
      chest-pounding muscle, mighty barrel rolls, and awesome vine-swinging <br />
      skills, Donkey Kong and Diddy Kong set out to face their adversaries! <br />
      Play solo, compete with a friend, or play cooperatively with a friend in <br />
      over 100 levels filled with collectibles and hidden bonus levels. With <br />
      the help of Donkey Kong&#39;s quirky family, animal friends, and your fast <br />
      reflexes, our dynamic duo will prove to be an unstoppable force. Time to <br />
      save those bananas!<br />
    This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you&#39;ll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
117,Uncharted 3: Drake's Deception,Action,PS3,Sony Computer Entertainment,9.3,2011.0,4.33,"The game develops a setting common to the entire Uncharted series. Game played from a third-person perspective, with the player in control of Nathan &quot;Nate&quot; Drake. This is a person passionately carried away by historical riddles, promising a reward in the form of hidden treasures.<br />
Drake can run with acceleration, make jumps, swim, climb up. Sometimes he demonstrates something completely acrobatic. For confrontation with opponents, he uses the art of hand-to-hand combat with a variety of attacks, including a battle with several opponents simultaneously. He also has a surprise concerning dealing with firearms. Weapons and ammunition he picks up from the defeated opponents.<br />
From time to time, further movement in the game requires the hero to find solutions to puzzles, using his diary and the hints of the game itself.<br />
Nathan with his mentor Victor Sullivan travels in search of the lost city. List of locations includes the streets of London, cities and deserts on the Middle East, a château in France etc."
118,FIFA 19,Sports,PS4,Electronic Arts,,2018.0,3.48,"Powered by Frostbite™*, EA SPORTS™ FIFA 19 delivers a champion&#39;s caliber-experience on and off the pitch. Led by the prestigious UEFA Champions League, FIFA 19 offers enhanced gameplay tools that allow you to control the pitch in every moment with unrivaled ways to play. FIFA 19 includes a dramatic finale to the story of Alex Hunter in The Journey: Champions, a new mode in the ever-popular FIFA Ultimate Team™, and more. Champions Rise in FIFA 19."
119,Super Mario Party,Party,NS,Nintendo,7.3,2018.0,3.97,"Super Mario Party is the eleventh game in its series of party games and the first to be released for Nintendo Switch.
<h3>Plot</h3>
The characters from the Mario universe decide to start a party with a lot of competitive games to determine who of them is going to be the Super Star. 
<h3>Gameplay</h3>
The player controls his or her character from the third person view and navigates it in the Mario world to collect stars and participate in mini-games. 
<h3>Characters</h3>
The game features all the main playable characters from the previous Mario Party games, such as Mario, Princess Peach, Luigi, and Bowser. There&#39;s a roster of 20 characters, four of which need to be unlocked. Toad is not playable and serves as the party&#39;s host and judge instead. Super Mario Party introduces several characters that are new to the series, such as Monty Mole, Goomba, and Pom Pom, as well as reintroduces characters that only featured in the handheld spin-off installments, namely Diddy Kong and Bowser Jr.
<h3>Multiplayer</h3>
The game allows a variety of multiplayer options. Up to four players can compete the main Party mode, taking turns. In the Partner Party mode, the players compete in teams in the vein of Mario Party: Star Rush. Super Mario Party allows two players to use a single Switch, with each player taking one of Joy-Cons. The players can also synchronize their Switch consoles locally."
120,Rust,Action-Adventure,PC,Facepunch Studios,6.1,2018.0,3.34,"To survive is the main task in the game Rust. It is necessary to survive in the area, which is now wholly wild but was recently inhabited.<br />
At the beginning of the game, there is only a rock and a torch. The rest will have to be found or stolen.<br />
Bears and wolves roam the terrain, there are diseases and radiation in the game, but the main danger comes from other survivors. The game has only a multiplayer mode. We have to engage in skirmishes and hand-to-hand fighting with them.<br />
Players can not only compete, but also unite. Rare minutes of peace and security worth devoting to construction, equipment and strengthen the shelter, the base.<br />
Sometimes some helicopters shoot everyone on the ground. Fortunately, helicopters can be brought down.<br />
Weapons can be found, collected and improved. Sophisticated and more effective weapons sometimes cannot be assembled independently, you need to use drawings and find rare details, sometimes leaving very far.<br />
Sometimes planes drop from the sky &quot;parcels&quot; with various useful staff. The falling parcel is visible from afar, the path to its fall can be long. The package can be noticed by others. A long road can be facilitated by a vehicle. For example, a boat."
121,Half-Life 2,Shooter,PC,VU Games,9.7,2004.0,4.47,"Gordon Freeman became the most popular nameless and voiceless protagonist in gaming history. He is painted as the most famous scientist and a hero within the world of Half-Life, and for a good reason. In the first game he saved the planet from alien invasion, this time, when the invasion is already begun, the world needs his help one more time. And you, as a player, will help this world to survive. This time Gordon arrives in City 17, ravaged and occupied by Combines, where he meets his old Black Mesa friends. <br />
What is different, aside from the overall design quality, is the use of Valve’s Source engine that not only expands on the fluidity of character model animations and movement but allows players to interact with a myriad of objects with the advanced and realistic (to an extent) physics. Classic Headcrab Zombies are revamped and have new variants that provide players with different threats. For a story-driven FPS, Half-Life 2 is unique in its plot delivery, and making in-game mechanics feel natural, be it platforming or driving."
122,The Elder Scrolls V: Skyrim,Role-Playing,X360,Bethesda Softworks,9.3,2011.0,4.4,"The fifth game in the series, Skyrim takes us on a journey through the coldest region of Cyrodiil. Once again player can traverse the open world RPG armed with various medieval weapons and magic, to become a hero of Nordic legends –Dovahkiin, the Dragonborn. After mandatory character creation players will have to escape not only imprisonment but a fire-breathing dragon. Something Skyrim hasn’t seen in centuries.<br />
After Oblivion, the magic system was reworked, in order to show players more aggressive and direct combat. As a Dragonborn, your character will be able to use the powerful magic of dragon shouts, powered, upgraded and researched with the souls of the dragons that will be randomly encountered by players, while traveling. Hundreds of sidequests will invite players to discover every part of the newly introduced land. Aside from already filled with guilds, Daedra and steampunk Dwemer ruins, Skyrim has additional DLC content that not only brings Solstheim island and vampire conclave but gives players the ability to build their own homes, instead of buying pre-made ones."
123,Mario Party 8,Misc,Wii,Nintendo,6.5,2007.0,3.28,"
      The world’s most popular party video game franchise is getting a lot 
      crazier in Mario Party 8 for the Wii. Whether you’re shaking up cola 
      cans or lassoing barrels, you and your friends will be drawn into the 
      action like never before using the Wii Remote!
    
      Play with motion control! Row your way down a river, punch a statue to 
      pieces, steer race cars and mopeds, and handle a balancing pole while 
      walking a tightrope!
    <ul>
<li>
        Play with the pointer! Drag and drop decorations onto cakes, shoot 
        Boos in haunted house, quickly choose your answer in a game show!
      </li>
<li>
        Mash those Wii Remote buttons! Jump and pummel your way through a 
        football brawl, hop and run across an obstacle course of spinning 
        platforms!
      </li>
<li>
        Mario Party 8 includes six brand-new boards, dozens of minigames and 
        many new modes
      </li>
</ul>
      In a franchise first, you can collect special power-ups and transform 
      your character into a boulder that smashes rivals or a coin-sucking 
      vampire! Mario Party 8 includes “extra-large” minigames like Star 
      Carnival Bowling and Table Menace.
    "
124,Super Mario Kart,Racing,SNES,Nintendo,10.0,1992.0,4.1,"Select one of eight characters from the Mario™ series—offering a variety<br />
of driving styles—and take on three championship cups in three different<br />
kart classes. Win enough, and you&#39;ll unlock a fourth circuit: the<br />
ultra-tough Special Cup. Crossing the finish line in first place isn&#39;t<br />
an easy task, though, as each track has unique obstacles to conquer and<br />
racers can obtain special power-ups that boost them to victory. With<br />
more than 15 tracks to master and nearly endless replay value, Super<br />
Mario Kart is classic gaming…with some banana peels thrown in for good<br />
measure!<br />
This game is only playable in 2D.This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. See more Virtual Console games for Nintendo 3DS."
127,Final Fantasy VIII,Role-Playing,PS,Square EA,9.4,1999.0,4.25,"Final Fantasy VIII is a Japanese role-playing game, the eight main installments in Final Fantasy series.  
<h3>Plot and setting</h3>
Like most other Final Fantasy entries, the game takes place in an entirely new world that is not connected with previous games in the series. It can be described as the mix of modern Europe and futuristic setting with high fantasy influences. The game follows six main heroes, five of which are members of the elite military organization called SeeD, on their quest to defeat Ultimecia, an evil sorceress who wishes to compress time. Like its predecessor, Final Fantasy VII, the game heavily focuses on its story, characters and game world exposure.  
<h3>Gameplay</h3>
The gameplay of Final Fantasy VIII shares many similarities with other JRPGs of that era. The player can explore the overworld, visit different locations such as town, settlements, forests, interact with NPCs and fight numerous types of monsters in turn-based battles.<br />
While the world exploration aspect, for the most part, is similar to that of the previous game, the battle system has several notable differences. The combat in the game is centered on Junction system that allows the player to junction summoned monsters known as Guardian Forces to platy members. That gives characters the ability to use various magic, alter their stats and draw spells from enemies during the battles. Because of the system’s flexibility regarding character customization, the game is absent of job system typical for the series."
128,Final Fantasy X,Role-Playing,PS2,Square,9.0,2001.0,4.38,"Final Fantasy X is a RPG game developed by Square. It came out on 19-07-2001. It was published by Square. The game is rated as ""Exceptional"" on RAWG. <br>You can play Final Fantasy X on PlayStation 4, PS Vita and PlayStation 2. <br>Hironobu Sakaguchi and Yoshinori Kitase produced the game. It was directed by Hironobu Sakaguchi and Yoshinori Kitase. It was scored by Junya Nakano, Masashi Hamauzu and Nobuo Uematsu. <br>"
130,Call of Duty: Infinite Warfare,Shooter,PS4,Activision,,2016.0,3.56,"Thirteenth in a row the main game of the series Call of Duty
The single player campaign of this game takes action far beyond our planet. Earthlings do not have enough resources, they go after them to other planets, organize colonies, but at some point the inhabitants of the colony on Mars begin to fight for independence from Earth.
<h3>New conditions and mechanics</h3>
New conditions bring new gameplay mechanics into the game, such as zero-gravity environments. Players have a boost pack, and a grappling hook, which allow players to move in these zero-gravity environments easily, they can visit different planets, satellites and asteroids in the solar system.
Both space combat and the &quot;boot-on-the-ground&quot; gameplay are available in the game as its key focuses.
The player controls Captain Nick Reyes, a Tier 1 Special Operations pilot, engaged in aerial combat with enemies using his transforming fighter, the Jackal.
Retribution is a central hub of the game’s world. In Retribution, you can view your progression and start main campaign missions. There are also group of secondary quests called &quot;Ship Assaults&quot; which gives cosmetic and customization items, upgrades to the Jackal, and some new story details.
Hero also has a wrist computer, which allows him to hack into enemies&#39; gadgets and machines.
<h3>Multiplayer</h3>
The «Combat Rigs» is a major overhaul to the class system introduced in Infinite Warfare. Like a Specialist system in Black Ops III, there are six rigs: Warfighter, Merc, FTL, Stryker, Phantom and Synaptic. With different payloads, weapons, abilities and playstyles for each class.
<h3>Zombies</h3>
The game has a completely separate part - the cooperative multiplayer Zombies mode, which has its own gameplay mechanics and story.
In this mode, the action takes place not in space, but on Earth. Or rather, in the special reality of the horror film, in which the characters of the game and the actors are captured - the stars of many famous films: David Hasselhoff, Kevin Smith, Pam Grier, and Cassandra Peterson who reprises her role as Elvira, Mistress of the Dark."
131,Fallout 4,Role-Playing,PS4,Bethesda Softworks,8.6,2015.0,3.72,"The fourth game in the post-apocalyptic action RPG series from Bethesda studious brings players back to the retro-future. After customizing the facial features of the character, players will be admitted to the Vault 111 with their family, and tricked into entering the cryogenic capsule. After the rude awakening after the unknown amount of time has passed, the child is separated from the parents and the loving partner is killed in front of them – the main quest is settled. Now there’s only the giant open world to explore. Fallout 4 introduces the mechanics of settlement building, where players can build their own little town. Gathering material for crafting and building brings more “survival” elements into the old formula. Within their own settlements, players will be able to build all needed utilities, from storage spaces to power armor stations. Visual upgrade from the previous game brings life to what used to be brown wastelands, now filled with details and color."
132,Mario Kart 8,Racing,WiiU,Nintendo,8.8,2014.0,4.3,"WINNER: Best Sports/Racing Game and Best Family Game
--The Game Awards 2014
Expand your game-play options in the Mario Kart™ 8 game with two DLC<br />
packs that feature new tracks, new vehicles, and new characters like<br />
Link™ from The Legend of Zelda™ series and Isabelle from the Animal<br />
Crossing™ series/franchise. Learn<br />
more.
Race upside-down and along walls on anti-gravity tracks in the most<br />
action-fueled Mario Kart™ game yet! Take on racers across the globe and<br />
share videos of your greatest moments via Mario Kart TV.*
Driving up a waterfall or across the ceiling can provide an intense<br />
adrenaline rush, but that’s not all anti-gravity is good for. It also<br />
provides a wild new gameplay mechanic: if you collide into other racers<br />
in zero-g, you’ll earn speed boosts worth bragging about. Luckily, you<br />
can upload and share your best moments and watch your friends’ using the<br />
all-new Mario Kart TV.<em> Returning features include 12-player online<br />
play</em>, gliders, underwater racing, motorbikes, and custom karts. You can<br />
even race as Bowser’s seven minions, the Koopalings!
Race along walls and upside-down on twisting anti-gravity racetracks!
Share highlight videos of your greatest moments with friends via the<br />
Mario Kart TV feature and Miiverse™*
Race and battle with friends locally<em> or connect online to play with<br />
random players from around the world</em>
Fan favorite features from past Mario Kart™ games include gliders,<br />
underwater racing, motorbikes, mid-air tricks, and more
For the first time ever, play as all seven of Bowser’s minions, the<br />
Koopalings!
Crisp HD graphics and fluid animation offers players the most visually<br />
stunning Mario Kart™ yet
In-game content available for purchase using stored account funds.
*Wireless broadband Internet access required for online play. Learn more<br />
at support.nintendo.com.<br />
Additional systems and games are required for multiplayer mode. Sold<br />
separately."
133,Tekken 3,Fighting,PS,Namco,9.6,1998.0,4.36,"Tekken 3 (Japanese: 鉄拳3) is a fighting game, the third installment in the Tekken series. It was released in arcades in March 1997, and for the PlayStation in 1998. The original arcade version of the game was released in 2005 for the PlayStation 2 as part of Tekken 5&#39;s Arcade History mode.<br />
Tekken 3 was the first game released on Namco System 12 hardware (the original two Tekken games used System 11). The game features a largely new cast of characters, including the debut of several now-staple characters such as Jin Kazama, Ling Xiaoyu, Julia Chang and Hwoarang, with a total of twenty-three characters. The home version included a new beat&#39;em up mode called Tekken Force, as well as the bonus Tekken Ball mode.<br />
Tekken 3 is considered one of the greatest games of all time. With more than 8.5 million copies sold worldwide, Tekken 3 is the second best selling fighting game of all time and the fourth best-selling PlayStation game. A non-canonical sequel was released in 1999 and 2000 in arcades and on the PlayStation 2 respectively, titled Tekken Tag Tournament. It was followed by the canonical sequel Tekken 4 in arcades and on the PlayStation 2 in 2001 and 2002, respectively."
134,FIFA 16,Sports,PS4,EA Sports,8.5,2015.0,3.27,"FIFA 16 innovates across the entire pitch to deliver a balanced, authentic, and exciting football experience that lets you play your way, and compete at a higher level. And with all new ways to play! <br/>With innovative gameplay features, FIFA 16 brings Confidence in Defending, Control in Midfield, and gives you the tools to create more Moments of Magic than ever before. Fans new to the franchise, or skilled players looking to improve their game will have a chance to Compete at a Higher Level using the all new FIFA Trainer. Innovation Across the Entire Pitch. New Ways to Play. Compete at a Higher Level. <br/>Play Beautiful in FIFA 16. <br/><br/>*Users who have enabled Chat or UGM Restriction on their Sony Entertainment Network account will be unable to access the ''Pro Clubs'' game mode.<br/><br/><br/><br/>Additional hardware required for Remote Play.<br/><br/>Use of PSN and SEN account are subject to the Terms of Service and User Agreement and applicable privacy policy (see terms at sonyentertainmentnetwork.com/terms-of-service &amp; sonyentertainmentnetwork.com/privacy-policy). *Online multiplayer also requires a PlayStation®Plus subscription.<br/><br/>1-4 players<br/>Network Players 2-22<br/>19MB minimum save size<br/>DUALSHOCK®4<br/>Remote Play<br/>1080p HD Video Output<br/>Online Play (Optional)<br/><br/>  Software subject to license (us.playstation.com/softwarelicense).  Online activity subject to Terms of Services and User Agreement (www.playstationnetwork.com/terms-of-service). One-time license fee for play on account’s designated primary PS4™ system and other PS4™ systems when signed in with that account.<br/><br/>"
135,The Last of Us,Action-Adventure,PS3,Sony Computer Entertainment America,9.5,2013.0,4.58,"The population of the Earth almost disappeared as a result of a pandemic caused by a mutated fungus. The disease causes irreversible changes in the human body, a person loses his mind and behaves aggressively, like a zombie. Civilization no longer exists, few survivors live in isolation under the protection of the military.<br />
Cities outside the zones are dangerous ruins inhabited by infected people and people who have almost lost humanity.<br />
Heroes, the smuggler Joel and teenage girl Ellie, are trying to cross the continent, colliding in depopulated cities with all the set of dangers. The game requires hidden actions, the combat capability and the number of ammunition of the heroes are small, and it is best for them to avoid fighting. For most of the game, the player controls Joel, while Ellie and Joel&#39;s other companions are controlled by artificial intelligence.<br />
The levels of the game are very extensive, at each level the task is the same - to reach a certain point alive.
Characters have something like a shotgun pistol, bow and arrow, as well as improvised items - pipes, sticks, baseball bats.<br />
From time to time, it is necessary to solve the problem of perceptiveness.<br />
Artificial intelligence, which controls opponents, can behave differently depending on the situation."
136,GoldenEye 007,Shooter,N64,Nintendo,9.8,1997.0,4.33,"GoldenEye 007 is a first-person shooter video game developed by Rare and based on the 1995 James Bond film GoldenEye. It was released for the Nintendo 64 video game console in August 1997. The game features a single-player campaign in which players assume the role of British Secret Intelligence Service agent James Bond as he fights to prevent a criminal syndicate from using a satellite weapon against London to cause a global financial meltdown. The game includes a split-screen multiplayer mode in which two, three, or four players can compete in different types of deathmatch games.<br />
GoldenEye 007 was developed over a period of two and a half years by an inexperienced team led by Martin Hollis, who had previously worked on the coin-op version of Killer Instinct. It was partially conceived as an on-rails shooter inspired by Sega&#39;s Virtua Cop, before being redesigned as a free-roaming shooter. The game was highly acclaimed by the gaming media and sold over eight million copies worldwide, making it the third-best-selling Nintendo 64 game. It received the BAFTA Interactive Entertainment Games Award and four awards from the Academy of Interactive Arts &amp; Sciences.<br />
Retrospectively, GoldenEye 007 is considered an important game in the history of first-person shooters for demonstrating the viability of game consoles as platforms for the genre, and for signalling a transition from the then-standard Doom-like approach to a more realistic style. It pioneered features such as atmospheric single-player missions, stealth elements, and a console multiplayer deathmatch mode. The game is frequently cited as one of the greatest video games of all time. A spiritual successor, Perfect Dark, was released in 2000, while a reimagining of the game, also titled GoldenEye 007, was released in 2010."
137,Star Wars Battlefront (2015),Shooter,PS4,Electronic Arts,7.1,2015.0,3.51,"Despite its name, Star Wars Battlefront II is the seventh game in the Battlefront series of action games. It is a direct sequel to the 2015 Star Wars Battlefront that became the series&#39;s reboot.
<h3>Story mode</h3>
The game is set in the Star Wars universe during and after the fall of the Galactic Empire. Its story mode fills the gap between the original trilogy and Episode VII: The Force Awakens. In the story campaign mode, the player controls the Imperial Inferno Squad led by the game&#39;s main protagonist, Iden Versio (who is voiced by Janina Gavankar). She and her special forces group participate in a variety of missions spanning almost 30 years. On certain levels, the player will also control other characters, including rebels.
<h3>Arcade mode</h3>
Besides the story mode, there&#39;s the Arcade mode that offers the players to take on the role of any Star Wars character from the said period, such as Darth Vader, Han Solo, Luke, Rey, Kylo Ren, among others. The player can choose the battle to participate in, the side to fight for, and the character, or even to customize the mission. 
<h3>Multiplayer</h3>
The Arcade mode offers a local cooperative multiplayer. Besides that, there are nine online multiplayer modes that include traditional types like team deathmatch and capture the flag. Some of this modes, like Galactic Assault, support up to 40 players at once and allow the players to participate in a large-scale battle between the rebels and the Empire."
138,FIFA 13,Sports,PS3,EA Sports,,2012.0,3.52,"Since the 1990 FIFA series has been expanding with each passing year. But the 2012 year was different for the format, because this year when FIFA 13 was released, it was still the time of motion controls. The game supports Kinect, PlayStation Move and version for Wii U includes the touch-based shots, where players can direct the ball precisely while managing and playing the match in real-time. <br />
FIFA 13 follows the game modes and features of the previous iteration but adding more current content for the time. For example, adding the Saudi Professional League, bringing back five international teams, yet removing Croatia, due to the licensing disagreement. Newly added game mode FIFA Ultimate team, which gives players the ability to make their own team with real-world players. All professional players are purchased as cards, randomly obtained through card packs. Said cards are divided into three tiers: bronze, silver, and gold, representing their quality."
139,Halo 2,Shooter,XB,Microsoft Game Studios,9.6,2004.0,4.41,"The Covenant alien race threatens to destroy all humankind, and the only thing standing in its way is Master Chief, a genetically enhanced supersoldier. Master Chief returns in Halo 2, which features new vehicles, weapons, environments, and more. This time, you can interact with your environment, wield two weapons at the same time, board opponents&#39; vehicles, and even switch sides to play the role of a Covenant Elite. Halo 2 also supports broadband multiplayer action via Xbox Live."
140,The Sims 3,Simulation,PC,Electronic Arts,8.5,2009.0,3.88,"The Sims 3 is the third part of its series. Like all Sims game, it allows the player to control the life of a person or even a whole family.
<h3>Character creation</h3>
Before the main game starts, the player has to create his or her character, called sim. The player can choose to play as a single character or a family. The game allows full customization for each sim. The player chooses their gender, age, race, and body type, as well as their traits that influence the sim&#39;s in-game behavior. The traits help sims to learn new skills that will be useful in their job and social life. The player can also choose to set all settings to random. There are also settings that define if the sims will age, and how fast.
<h3>Gameplay</h3>
The game introduces the open world that lives on its own even when the player doesn&#39;t interfere. Unlike in Sims 2, the world is seamless and there&#39;s no long load time when you travel it. The sims themselves became more independent and require less player attention to stay alive. Sims 3 is less oriented towards &quot;tamagotchi&quot;-like life-sustaining and more towards actually living the sims&#39; lives, such as going to work, attending parties, making friends and flirting. The sims will occasionally have wishes, and fulfilling them earns the character more happiness points.
<h3>Building homes</h3>
The building mode didn&#39;t change much since Sims 2, but the game introduced a few additional options. Most notably, elements don&#39;t have to be aligned to a grid anymore. The player can place them diagonally at any angle."
141,Grand Theft Auto: Liberty City Stories,Action,PSP,Rockstar Games,8.8,2005.0,3.96,"Forced to fight for his life in Liberty City, Toni Cipriani must use any means necessary to secure his place in the leadership of the Leone family.<br />
Purchase or use of this item is subject to the PlayStation®Network Terms of Service, this item’s use restrictions, and other applicable terms located at http://www.us.playstation.com/support/useragreements. If you do not wish to accept all these terms, do not purchase or use this item. One-time license fee for downloads to up to 2 console systems that are associated with the purchasing account.<br />
Access to special features require internet connection, may not be available to all users, and may, upon 30 days notice, be terminated, modified, or offered under different terms.<br />
This title has been converted from the original PlayStation®2 version to the PS3™ system. Consequently, there may be times where the title plays differently from the PlayStation®2 version, or where some features may not function properly. This version does not support PlayStation®2 peripherals, therefore some functionalities may not be available.<br />
This item is being licensed to you by Sony Computer Entertainment America and is subject to the Network Terms of Service and User Agreement, this item’s use restrictions and other applicable terms located at www.us.playstation.com/support/useragreements. If you do not wish to accept all these terms, do not download this item. This item may be used with up to 2 activated systems associated with this Sony Entertainment Network Account. Please see software description for device compatibility."
